facilityId,facilityName,state,zipCode,SMD %,SUB-2 %,SUB-3 %,TOB-3 %,Start Date,End Date,MedCont %,READM-30-IPF Measure Desc,READM-30-IPF Category,READM-30-IPF Denominator,READM-30-IPF Rate,READM-30-IPF Lower Estimate,READM-30-IPF Higher Estimate,READM-30-IPF Footnote,READM-30-IPF Start Date,READM-30-IPF End Date,IMM-2 %,Flu Season Start Date,Flu Season End Date
104076,UNIVERSITY BEHAVIORAL CENTER,FL,32826,57,41,70,28,01/01/2023,12/31/2023,52.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,175,25.9,21.1,30.9,,07/01/2021,06/30/2023,55,10/01/2023,03/31/2024
104078,SUNCOAST BEHAVIORAL HEALTH CENTER,FL,34210,Not Available,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,25,20.1,14.3,27.4,,07/01/2021,06/30/2023,Not Available,10/01/2023,03/31/2024
104079,LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SRVS,FL,33021,100,Not Available,100,100,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,56,20.2,14.7,26.8,,07/01/2021,06/30/2023,100,10/01/2023,03/31/2024
104080,CORAL SHORES BEHAVIORAL HEALTH,FL,34997,88,78,85,52,01/01/2023,12/31/2023,77.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,283,25.7,21.6,30.6,,07/01/2021,06/30/2023,68,10/01/2023,03/31/2024
104081,BLACKBERRY CENTER - OGLETHORPE OF ORLANDO,FL,34769,100,100,57,55,01/01/2023,12/31/2023,62.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,717,21.2,18.5,23.9,,07/01/2021,06/30/2023,100,10/01/2023,03/31/2024
104082,PALM POINT BEHAVIORAL HEALTH,FL,32796,96,57,99,82,01/01/2023,12/31/2023,67.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,162,26.7,21.7,32.6,,07/01/2021,06/30/2023,64,10/01/2023,03/31/2024
104084,NEUROBEHAVIORAL HOSPITAL OF THE PALM BEACHES-NORTH,FL,33407,81,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2023,83,10/01/2023,03/31/2024
110002,UPSON REGIONAL MEDICAL CENTER,GA,30286,94,84,78,75,01/01/2023,12/31/2023,71.6,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,195,23.9,19,30.1,,07/01/2021,06/30/2023,83,10/01/2023,03/31/2024
110003,Memorial Satilla Health,GA,31501,88,100,Not Available,64,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,122,18.5,13.9,24.1,,07/01/2021,06/30/2023,89,10/01/2023,03/31/2024
110007,PHOEBE PUTNEY MEMORIAL HOSPITAL,GA,31703,94,64,67,69,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,39,17.6,12.9,23.9,,07/01/2021,06/30/2023,95,10/01/2023,03/31/2024
110015,TANNER MEDICAL CENTER VILLA RICA,GA,30180,82,53,93,74,01/01/2023,12/31/2023,68.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,210,19.7,15.5,24.3,,07/01/2021,06/30/2023,89,10/01/2023,03/31/2024
110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC",GA,30501,94,76,100,81,01/01/2023,12/31/2023,76.6,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,128,17.8,13.4,23,,07/01/2021,06/30/2023,88,10/01/2023,03/31/2024
110032,STEPHENS COUNTY HOSPITAL,GA,30577,75,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2023,Not Available,10/01/2023,03/31/2024
110038,ARCHBOLD MEMORIAL HOSPITAL,GA,31792,80,100,89,47,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,103,24.3,18.4,31.3,,07/01/2021,06/30/2023,92,10/01/2023,03/31/2024
110054,ATRIUM HEALTH FLOYD MEDICAL CENTER,GA,30162,92,31,99,37,01/01/2023,12/31/2023,79.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,197,25.2,21,30,,07/01/2021,06/30/2023,71,10/01/2023,03/31/2024
110071,APPLING HEALTHCARE,GA,31513,97,60,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,371,19.7,16.1,24,,07/01/2021,06/30/2023,79,10/01/2023,03/31/2024
110073,DORMINY MEDICAL CENTER,GA,31750,100,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,45,22.7,15.7,31.4,,07/01/2021,06/30/2023,94,10/01/2023,03/31/2024
110079,GRADY MEMORIAL HOSPITAL,GA,30303,88,41,32,15,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,84,20.3,15.6,26.1,,07/01/2021,06/30/2023,58,10/01/2023,03/31/2024
110092,DODGE COUNTY HOSPITAL,GA,31023,98,19,7,12,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,53,22,15.6,30.4,,07/01/2021,06/30/2023,91,10/01/2023,03/31/2024
110100,JEFFERSON HOSPITAL,GA,30434,99,47,62,38,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,43,20,14,27.4,,07/01/2021,06/30/2023,29,10/01/2023,03/31/2024
110101,"SOUTHWELL MEDICAL, A CAMPUS OF TRMC",GA,31620,98,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,84,19.9,14.2,26.6,,07/01/2021,06/30/2023,82,10/01/2023,03/31/2024
110105,COLQUITT REGIONAL MEDICAL CENTER,GA,31768,44,86,43,7,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,32,20.3,14.8,27.7,,07/01/2021,06/30/2023,92,10/01/2023,03/31/2024
110107,ATRIUM HEALTH NAVICENT THE MEDICAL CENTER,GA,31201,97,98,79,79,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,70,17.6,12.8,24,,07/01/2021,06/30/2023,86,10/01/2023,03/31/2024
110109,EMANUEL MEDICAL CENTER,GA,30401,94,52,23,33,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,86,19.5,14.3,26.2,,07/01/2021,06/30/2023,30,10/01/2023,03/31/2024
110129,ST FRANCIS HOSPITAL- EMORY HEALTHCARE,GA,31995,88,10,7,1,01/01/2023,12/31/2023,76.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,246,22.3,18.3,27,,07/01/2021,06/30/2023,19,10/01/2023,03/31/2024
110164,"COLISEUM MEDICAL CENTERS, LLC, DBA",GA,31217,98,96,93,95,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,62,17,12.1,23.2,,07/01/2021,06/30/2023,83,10/01/2023,03/31/2024
110165,SOUTHERN REGIONAL MEDICAL CENTER,GA,30274,92,Not Available,100,98,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,82,20.4,15.3,27.2,,07/01/2021,06/30/2023,82,10/01/2023,03/31/2024
110190,FLINT RIVER COMMUNITY HOSPITAL,GA,31063,100,0,22,2,01/01/2023,12/31/2023,71.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better Than the National Rate,119,14,10.8,18.3,,07/01/2021,06/30/2023,68,10/01/2023,03/31/2024
110192,PIEDMONT EASTSIDE MEDICAL CENTER,GA,30078,98,71,71,96,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,222,15.7,12,20,,07/01/2021,06/30/2023,81,10/01/2023,03/31/2024
110194,DONALSONVILLE HOSPITAL INC,GA,39845,100,100,Not Available,62,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,94,19.9,14.8,26.3,,07/01/2021,06/30/2023,100,10/01/2023,03/31/2024
110209,TURNING POINT HOSPITAL,GA,31788,81,99,88,98,01/01/2023,12/31/2023,76,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better Than the National Rate,436,16.5,14,19.2,,07/01/2021,06/30/2023,92,10/01/2023,03/31/2024
110234,SGMC BERRIEN CAMPUS,GA,31639,98,Not Available,Not Available,62,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,154,22,16.6,28.8,,07/01/2021,06/30/2023,99,10/01/2023,03/31/2024
111311,JENKINS COUNTY MEDICAL CENTER,GA,30442,93,Not Available,Not Available,54,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,68,20.4,14.5,27.3,,07/01/2021,06/30/2023,49,10/01/2023,03/31/2024
111314,LIFEBRITE COMMUNITY HOSPITAL OF EARLY,GA,39823,Not Available,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2023,Not Available,10/01/2023,03/31/2024
111324,CHATUGE REGIONAL HOSPITAL,GA,30546,Not Available,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2023,Not Available,10/01/2023,03/31/2024
111333,JEFF DAVIS HOSPITAL,GA,31539,89,67,83,91,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,61,22.8,16.9,30.6,,07/01/2021,06/30/2023,98,10/01/2023,03/31/2024
114004,SUMMITRIDGE CENTER- PSYCHIATRY & ADDICTIVE MED,GA,30046,100,100,100,100,01/01/2023,12/31/2023,76.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,717,17.7,15,20.6,,07/01/2021,06/30/2023,58,10/01/2023,03/31/2024
114008,COASTAL HARBOR TREATMENT CENTER,GA,31406,80,66,78,66,01/01/2023,12/31/2023,61.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,172,18.9,14.7,23.8,,07/01/2021,06/30/2023,91,10/01/2023,03/31/2024
114010,PEACHFORD BEHAVIORAL HEALTH SYSTEM OF ATLANTA,GA,30338,91,76,62,46,01/01/2023,12/31/2023,78.6,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,568,16.3,13.7,19.5,,07/01/2021,06/30/2023,98,10/01/2023,03/31/2024
114012,RIDGEVIEW INSTITUTE,GA,30080,100,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,75.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,606,20.7,17.5,24.4,,07/01/2021,06/30/2023,30,10/01/2023,03/31/2024
114013,WEST CENTRAL GEORGIA REGIONAL HOSPITAL,GA,31917,Not Available,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2023,Not Available,10/01/2023,03/31/2024
114016,ST SIMONS-BY-THE-SEA,GA,31522,77,54,93,85,01/01/2023,12/31/2023,70.6,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,276,23.9,19.7,28.5,,07/01/2021,06/30/2023,74,10/01/2023,03/31/2024
114019,GEORGIA REGIONAL HOSPITAL ATLANTA,GA,30034,0,15,34,64,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2023,10,10/01/2023,03/31/2024
114028,GEORGIA REGIONAL HOSP SAVANNAH,GA,31416,0,62,28,49,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2023,3,10/01/2023,03/31/2024
114029,EAST CENTRAL REGIONAL HOSPITAL,GA,30906,0,11,26,47,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,26,20,14.1,28.1,,07/01/2021,06/30/2023,5,10/01/2023,03/31/2024
114032,SO CRESCENT BEH HLTH SYS - ANCHOR HOSPITAL CAMPUS,GA,30349,79,40,58,40,01/01/2023,12/31/2023,72.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,458,20.8,17.7,24.4,,07/01/2021,06/30/2023,85,10/01/2023,03/31/2024
114035,RIVERWOODS BEHAVIORAL HEALTH SYSTEM,GA,30274,60,54,36,45,01/01/2023,12/31/2023,71.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,695,20.7,18,23.6,,07/01/2021,06/30/2023,50,10/01/2023,03/31/2024
114036,GREENLEAF CENTER,GA,31602,0,32,34,68,01/01/2023,12/31/2023,73.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,662,22.2,19.7,25.1,,07/01/2021,06/30/2023,82,10/01/2023,03/31/2024
114037,RIDGEVIEW INSTITUTE MONROE,GA,30655,97,100,22,40,01/01/2023,12/31/2023,71.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,170,18.6,14.8,23.3,,07/01/2021,06/30/2023,98,10/01/2023,03/31/2024
120019,KONA COMMUNITY HOSPITAL,HI,96750,0,7,87,14,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2023,4,10/01/2023,03/31/2024
121306,SAMUEL MAHELONA MEMORIAL HOSPITAL,HI,96746,16,83,57,6,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,28,17.7,12.3,24.9,,07/01/2021,06/30/2023,77,10/01/2023,03/31/2024
124001,KAHI MOHALA,HI,96706,47,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2023,48,10/01/2023,03/31/2024
130002,ST LUKES MAGIC VALLEY MEDICAL CENTER,ID,83301,87,99,96,85,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,87,18.6,14,23.8,,07/01/2021,06/30/2023,97,10/01/2023,03/31/2024
130003,ST JOSEPH REGIONAL MEDICAL CENTER,ID,83501,95,88,87,74,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,118,14.6,10.6,19.7,,07/01/2021,06/30/2023,90,10/01/2023,03/31/2024
130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,ID,83404,98,94,89,80,01/01/2023,12/31/2023,78.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,177,18.6,14.9,23.3,,07/01/2021,06/30/2023,99,10/01/2023,03/31/2024
